company_number,company_name,organisation_type,organisation_code,registration_date,foundation_date,industry_code,industry_description,employees,website,email,phone,street,postal_code,city,municipality,country,country_code,bankrupt,under_liquidation,source,source_url,evidence_company_number,retrieved_at
812518712,NEUBERGGT 21 DRIFT AS,Aksjeselskap,AS,2013-10-09,2013-08-27,68.200,Utleie av egen eller leid fast eiendom,,,,,Neuberggata 21,0367,OSLO,OSLO,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812518712,812518712,2026-09-18T10:30:27.943509+00:00
812519832,ACCENDO INVESTMENT MANAGEMENT AS,Aksjeselskap,AS,2013-10-01,2013-09-17,68.320,Eiendomsforvaltning på oppdrag,,,,,Kastellbakken 3,1162,OSLO,OSLO,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812519832,812519832,2026-09-18T10:30:27.943512+00:00
812520172,GRAND CRU HOLDING AS,Aksjeselskap,AS,2013-10-09,2013-09-11,71.122,Geologiske undersøkelser,,,,,Øvre alle 4,7030,TRONDHEIM,TRONDHEIM,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812520172,812520172,2026-09-18T10:30:27.943514+00:00
812520202,HAVANA - MAGASINET AS,Aksjeselskap,AS,1995-02-19,1899-01-01,47.260,Detaljhandel med tobakksvarer,6,,,51894970,Kirkeg 1,4006,STAVANGER,STAVANGER,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812520202,812520202,2026-09-18T10:30:27.943517+00:00
812520482,G OG C HOLDING AS,Aksjeselskap,AS,2013-10-01,2013-09-20,68.200,Utleie av egen eller leid fast eiendom,,,,,Leikvollen 10B,1424,SKI,NORDRE FOLLO,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812520482,812520482,2026-09-18T10:30:27.943519+00:00
812520792,FRAKT SUND AS,Aksjeselskap,AS,2013-10-01,2013-09-13,50.201,Utenriks sjøfart med gods,,,,56 16 72 80,,5943,AUSTRHEIM,AUSTRHEIM,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812520792,812520792,2026-09-18T10:30:27.943522+00:00
812521772,BB13 HOLDING AS,Aksjeselskap,AS,2013-10-01,2013-09-26,46.720,Engroshandel med deler og utstyr for motorvogner,,,baard.bogetvedt@autolakk.as,56 31 69 50,Valavegen 54,5355,KNARREVIK,ØYGARDEN,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812521772,812521772,2026-09-18T10:30:27.943524+00:00
812521942,TUCKER CONSULTING AS,Aksjeselskap,AS,2013-11-14,2013-09-24,70.200,Bedriftsrådgivning og annen administrativ rådgivning,,www.tucker-consulting.net,info@tucker-consulting.net,,Sandslikroken 46,5254,SANDSLI,BERGEN,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812521942,812521942,2026-09-18T10:30:27.943527+00:00
812522132,BUYAN HOLDING AS,Aksjeselskap,AS,2013-10-07,2013-08-05,22.210,"Produksjon av plater, film, rør og profiler av plast",,,,,Dolvikbakken 7,5252,SØREIDGREND,BERGEN,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812522132,812522132,2026-09-18T10:30:27.943529+00:00
812522442,NORTHERN LIGHTS SALMON AS,Aksjeselskap,AS,2013-10-01,2013-09-05,03.211,"Produksjon av fisk, bløtdyr, krepsdyr og pigghuder i sjø og brakkvann",5,,,,Balteskard 136,9446,GROVFJORD,TJELDSUND,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812522442,812522442,2026-09-18T10:30:27.943531+00:00
812522612,MOLTEMYRA AS,Aksjeselskap,AS,2013-10-01,2013-09-20,64.323,Andre egeninvesteringsselskaper,,,ivar@alignconsulting.no,,"c/o Ivar Myrhaug, Vassbunnveien 71",1388,BORGEN,ASKER,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812522612,812522612,2026-09-18T10:30:27.943534+00:00
812523872,AUTOMATIK VENTILER SYSTEM AS,Aksjeselskap,AS,1995-02-19,1979-07-01,46.640,Engroshandel med maskiner og utstyr ellers,5,www.avs.no,postmaster@avs.no,66 99 74 00,Kapellveien 18,1410,KOLBOTN,NORDRE FOLLO,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812523872,812523872,2026-09-18T10:30:27.943536+00:00
812526162,M2 AGENTURER AS,Aksjeselskap,AS,2013-10-03,2013-06-30,47.710,Detaljhandel med klær,,,marie@aas-engelstad.no,22 14 64 25,Holmenveien 81,0376,OSLO,OSLO,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812526162,812526162,2026-09-18T10:30:27.943539+00:00
812529722,PEAK MANAGEMENT AS,Aksjeselskap,AS,2013-10-08,2013-09-26,71.121,Byggeteknisk konsulentvirksomhet,,,,,Borger Withs gate 17,0482,OSLO,OSLO,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812529722,812529722,2026-09-18T10:30:27.943541+00:00
812530682,BJØRVIKA CITY APARTMENTS AS,Aksjeselskap,AS,2013-10-26,2013-09-25,68.200,Utleie av egen eller leid fast eiendom,,,shoecompany2013@gmail.com,,Kjølberggata 29,0653,OSLO,OSLO,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812530682,812530682,2026-09-18T10:30:27.943544+00:00
812530712,VØYENENGA UTVIKLING AS,Aksjeselskap,AS,1995-02-19,1939-11-14,68.200,Utleie av egen eller leid fast eiendom,,,,,"c/o Pareto Business Management AS, Dronning Mauds gate 3",0250,OSLO,OSLO,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812530712,812530712,2026-09-18T10:30:27.943547+00:00
812531352,TOKALA AS,Aksjeselskap,AS,2013-11-16,2013-06-19,68.200,Utleie av egen eller leid fast eiendom,,,,,Hopsnesvegen 127,5232,PARADIS,BERGEN,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812531352,812531352,2026-09-18T10:30:27.943550+00:00
812532022,ELVEGRIS AS,Aksjeselskap,AS,2013-10-05,2013-07-02,70.200,Bedriftsrådgivning og annen administrativ rådgivning,,,truls.hauger@gmail.com,,"c/o Truls Kristian Hauger, Ringsveien 12D",1368,STABEKK,BÆRUM,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812532022,812532022,2026-09-18T10:30:27.943552+00:00
812532472,KONSULENTEN REIDAR NYGÅRD AS,Aksjeselskap,AS,2013-10-03,2013-09-27,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,,,,,Nordre Jonsgate 5,7030,TRONDHEIM,TRONDHEIM,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812532472,812532472,2026-09-18T10:30:27.943554+00:00
812532502,INTAKT BILSKADE KRISTIANSUND AS,Aksjeselskap,AS,2013-10-03,2013-09-17,95.310,Reparasjon og vedlikehold av motorvogner,21,,,,Propellveien 9,6517,KRISTIANSUND N,KRISTIANSUND,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812532502,812532502,2026-09-18T10:30:27.943557+00:00
812533002,RÅKIL EIENDOM AS,Aksjeselskap,AS,2013-10-05,2013-09-06,41.000,Oppføring av bygninger,,,,,Vestrevei 1,1710,SARPSBORG,SARPSBORG,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812533002,812533002,2026-09-18T10:30:27.943559+00:00
812535412,BAZA NORDIC AS,Aksjeselskap,AS,2014-02-10,2013-06-15,46.390,Engroshandel med bredt utvalg av nærings- og nytelsesmidler,,,,,Råbekksvingen 5,1617,FREDRIKSTAD,FREDRIKSTAD,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812535412,812535412,2026-09-18T10:30:27.943562+00:00
812536532,HAAGAAS INVEST AS,Aksjeselskap,AS,2013-10-09,2013-09-20,68.110,Kjøp og salg av egen fast eiendom,,,phaagaas@gmail.com,,Gamle Drammensvei 128,1363,HØVIK,BÆRUM,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812536532,812536532,2026-09-18T10:30:27.943564+00:00
812538322,JEJAA AS,Aksjeselskap,AS,2013-10-24,2013-07-30,56.110,Drift av restauranter,,,,,Dannevikveien 1,4405,FLEKKEFJORD,FLEKKEFJORD,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812538322,812538322,2026-09-18T10:30:27.943567+00:00
812539442,M & I BEARBEIDING AS,Aksjeselskap,AS,2013-10-05,2013-09-16,01.489,Husdyrhold ikke nevnt annet sted,,,,,Dalborgvegen 200,2817,GJØVIK,GJØVIK,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812539442,812539442,2026-09-18T10:30:27.943569+00:00
812540122,LOCOMOFON AS,Aksjeselskap,AS,2013-10-08,2013-09-23,32.200,Produksjon av musikkinstrumenter,,www.locomofon.no,sakari@locomofon.no,,Karlstadgata 14A,0553,OSLO,OSLO,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812540122,812540122,2026-09-18T10:30:27.943571+00:00
812542362,HÅSTUL EIENDOM OG UTVIKLING AS,Aksjeselskap,AS,2013-10-10,2013-09-26,68.200,Utleie av egen eller leid fast eiendom,,,,95 04 26 94,Singusdalsveien 1063,3750,DRANGEDAL,DRANGEDAL,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812542362,812542362,2026-09-18T10:30:27.943574+00:00
812543202,JEAR AS,Aksjeselskap,AS,2013-10-07,2013-09-10,68.200,Utleie av egen eller leid fast eiendom,,,,,Vollsåsen terrasse 1,3086,HOLMESTRAND,HOLMESTRAND,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812543202,812543202,2026-09-18T10:30:27.943576+00:00
812546902,BYGG-ENGROS AS,Aksjeselskap,AS,2013-10-08,2013-09-19,46.830,"Engroshandel med tømmer, trelast, byggevarer og sanitærutstyr",12,,,,Sandbrekkevegen 98,5225,NESTTUN,BERGEN,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812546902,812546902,2026-09-18T10:30:27.943578+00:00
812547372,FUSA CATERING AS,Aksjeselskap,AS,2013-10-07,2013-07-15,56.210,Catering for arrangementer,,,,,Tveit,5647,BALDERSHEIM,BJØRNAFJORDEN,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812547372,812547372,2026-09-18T10:30:27.943581+00:00
812547852,HADLAND AS,Aksjeselskap,AS,2013-10-07,2013-07-10,64.323,Andre egeninvesteringsselskaper,,,,,Brattlandsmarka 70,4360,VARHAUG,HÅ,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812547852,812547852,2026-09-18T10:30:27.943583+00:00
812547992,STORDAL DAGLIGVARE AS,Aksjeselskap,AS,2013-10-07,2013-08-27,47.110,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,20,,,55 92 22 90,Sædalssvingene 3,5099,BERGEN,BERGEN,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812547992,812547992,2026-09-18T10:30:27.943586+00:00
812548212,STENSVOLD ANLEGG AS,Aksjeselskap,AS,2013-10-07,2013-08-20,43.120,Grunnarbeid,14,,,,Industriveien 8,3270,LARVIK,LARVIK,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812548212,812548212,2026-09-18T10:30:27.943588+00:00
812550292,TECH DIRECT AS,Aksjeselskap,AS,2013-10-08,2013-09-12,70.200,Bedriftsrådgivning og annen administrativ rådgivning,,,,,"c/o Håvar Solvær Danielsen, Løkkaskogen 20B",0773,OSLO,OSLO,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812550292,812550292,2026-09-18T10:30:27.943590+00:00
812550322,RAM INVEST AS,Aksjeselskap,AS,2013-10-08,2013-09-28,64.323,Andre egeninvesteringsselskaper,,,,,Hagbart Brinchmanns vei 43D,6514,KRISTIANSUND N,KRISTIANSUND,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812550322,812550322,2026-09-18T10:30:27.943593+00:00
812550802,LEKVEMOGATA 12 B AS,Aksjeselskap,AS,2013-10-08,2013-10-04,68.200,Utleie av egen eller leid fast eiendom,,,,,Lekvemogata 12B,5700,VOSS,VOSS,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812550802,812550802,2026-09-18T10:30:27.943596+00:00
812555022,TB.HOLDING AS,Aksjeselskap,AS,2013-11-06,2013-09-23,64.323,Andre egeninvesteringsselskaper,,,tho-bols@hotmail.com,99 74 66 03,Bjørkevegen 12,6419,MOLDE,MOLDE,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812555022,812555022,2026-09-18T10:30:27.943598+00:00
812555472,EVENT & HAPPENINGS AS,Aksjeselskap,AS,2013-10-08,2013-09-12,90.390,Andre tjenester tilknyttet kunstnerisk virksomhet og underholdningsvirksomhet,,,,,Ørsnes Brygge 2M,3120,NØTTERØY,FÆRDER,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812555472,812555472,2026-09-18T10:30:27.943601+00:00
812556312,SEABED SEPARATION AS,Aksjeselskap,AS,2013-10-09,2013-09-06,74.990,"All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted",,,,,Hamreheia 30B,4631,KRISTIANSAND S,KRISTIANSAND,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812556312,812556312,2026-09-18T10:30:27.943603+00:00
812558412,INNOVATEK AS,Aksjeselskap,AS,2013-10-09,2013-08-26,41.000,Oppføring av bygninger,7,,arnstein.jensen@crystals.no,,Ørnesveien 3,8160,GLOMFJORD,MELØY,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812558412,812558412,2026-09-18T10:30:27.943606+00:00
812561022,BASIC CARE AS,Aksjeselskap,AS,2013-10-09,2013-09-30,96.220,Skjønnhetspleie,,,lindastalheim@hotmail.com,55 34 43 47,Mannsverk 2,5094,BERGEN,BERGEN,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812561022,812561022,2026-09-18T10:30:27.943608+00:00
812561162,GIMSE EIENDOM MELHUS AS,Aksjeselskap,AS,2013-10-09,2013-09-16,68.200,Utleie av egen eller leid fast eiendom,,,,,Munkegata 48,7011,TRONDHEIM,TRONDHEIM,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812561162,812561162,2026-09-18T10:30:27.943610+00:00
812570692,STAVTJØRNKNUTEN UTBYGGINGSSELSKAP AS,Aksjeselskap,AS,2013-10-24,2013-09-05,68.120,Utvikling og salg av byggeprosjekter,,,,51 41 28 00,Jon Torbergssons vei 10,4070,RANDABERG,RANDABERG,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812570692,812570692,2026-09-18T10:30:27.943613+00:00
812571532,FINSNEKKEREN AS,Aksjeselskap,AS,2013-11-26,2013-08-25,43.320,Snekkerarbeid,,www.finsnekkeren.com,sean@finsnekkeren.com,,Østgaards gate 10B,0474,OSLO,OSLO,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812571532,812571532,2026-09-18T10:30:27.943615+00:00
812571672,ICEBUG NORWAY SALES AS,Aksjeselskap,AS,2013-12-18,2013-10-08,46.160,"Agenturhandel med tekstiler, klær, pelsskinn, skotøy og lærvarer",,,,,"C/O View Ledger, Dronning Eufemias gate 16",0191,OSLO,OSLO,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812571672,812571672,2026-09-18T10:30:27.943618+00:00
812572202,CLOAK & DAGGER AS,Aksjeselskap,AS,2013-10-14,2013-10-01,64.323,Andre egeninvesteringsselskaper,,,stensrud2025@gmail.com,,Marstranderveien 18A,1369,STABEKK,BÆRUM,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812572202,812572202,2026-09-18T10:30:27.943620+00:00
812572652,HVIDING CANNING CO AS,Aksjeselskap,AS,2013-10-12,2013-09-30,70.200,Bedriftsrådgivning og annen administrativ rådgivning,,,,,Dronningens gate 18,4009,STAVANGER,STAVANGER,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812572652,812572652,2026-09-18T10:30:27.943622+00:00
812573942,RØRLEGGER 1 MOLDE AS,Aksjeselskap,AS,2013-10-12,2013-10-02,43.221,Rørleggerarbeid,19,,,,Gammelseterlia 17A,6422,MOLDE,MOLDE,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812573942,812573942,2026-09-18T10:30:27.943625+00:00
812574272,REINSVE EIENDOM AS,Aksjeselskap,AS,1995-03-12,1982-10-05,68.200,Utleie av egen eller leid fast eiendom,,,ornulf@reinsve.no,,Husebysletta 3,3414,LIERSTRANDA,LIER,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812574272,812574272,2026-09-18T10:30:27.943627+00:00
812574442,KOMA HOLDING AS,Aksjeselskap,AS,2013-10-12,2013-10-07,47.551,"Detaljhandel med møbler, gjelder også madrasser",,,,,Liavegen 6,3576,HOL,HOL,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812574442,812574442,2026-09-18T10:30:27.943630+00:00
812575422,FINNEIDFJORD INDUSTRIER AS,Aksjeselskap,AS,1995-03-12,1933-09-22,68.200,Utleie av egen eller leid fast eiendom,,www.mills.no,mills@mills.no,22 80 86 00,Sofienberggata 19,0558,OSLO,OSLO,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812575422,812575422,2026-09-18T10:30:27.943633+00:00
812576992,MJÅVANNSPARKEN EIENDOMSDRIFT AS,Aksjeselskap,AS,2013-10-14,2013-08-20,68.200,Utleie av egen eller leid fast eiendom,,,,,Østre Strandgate 46,4610,KRISTIANSAND S,KRISTIANSAND,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812576992,812576992,2026-09-18T10:30:27.943635+00:00
812579622,FRIDAHL EIENDOM AS,Aksjeselskap,AS,2013-10-14,2013-09-19,68.200,Utleie av egen eller leid fast eiendom,,,post@fridahl.no,,Sildreveien 5,8208,FAUSKE,FAUSKE,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812579622,812579622,2026-09-18T10:30:27.943638+00:00
812580132,FEMTIFEMTI AS,Aksjeselskap,AS,2013-11-04,2013-10-11,47.790,Detaljhandel med brukte varer,,,enraknes@gmail.com,,Omavegen 210,5632,OMASTRAND,KVAM,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812580132,812580132,2026-09-18T10:30:27.943640+00:00
812580892,TEVE EIENDOM AS,Aksjeselskap,AS,2013-10-14,2013-09-12,00.000,Uoppgitt,,,terje.velde@prosjektkonsult.no,,Strandgata 36,5528,HAUGESUND,HAUGESUND,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812580892,812580892,2026-09-18T10:30:27.943643+00:00
812580922,BEF SHIPPING AS,Aksjeselskap,AS,2013-10-14,2013-10-08,52.260,Andre støttetjenester for transport,,,,,Bøen 46,6065,ULSTEINVIK,ULSTEIN,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812580922,812580922,2026-09-18T10:30:27.943645+00:00
812584472,VÅGÅ BRUK AS,Aksjeselskap,AS,2013-10-14,2013-10-02,68.200,Utleie av egen eller leid fast eiendom,,,ola_ulvolden@hotmail.com,,Industrivegen 4C,2680,VÅGÅ,VÅGÅ,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812584472,812584472,2026-09-18T10:30:27.943648+00:00
812584782,SHARP HOLDING AS,Aksjeselskap,AS,2013-10-14,2013-10-01,00.000,Uoppgitt,,,,51 87 40 00,Professor Olav Hanssens vei 7A,4021,STAVANGER,STAVANGER,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812584782,812584782,2026-09-18T10:30:27.943650+00:00
812584952,SAUDA RØRHANDEL AS,Aksjeselskap,AS,2013-10-15,2013-10-02,43.221,Rørleggerarbeid,,,,,Hamnaflåt 6B,4200,SAUDA,SAUDA,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812584952,812584952,2026-09-18T10:30:27.943652+00:00
812585932,VESBU BRANDS AS,Aksjeselskap,AS,2013-10-15,2013-08-28,46.410,Engroshandel med tekstiler og utstyrsvarer,,,,,"Bachetomta Næringspark, Terminalen 7, Bygg A",3414,LIERSTRANDA,LIER,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812585932,812585932,2026-09-18T10:30:27.943655+00:00
812587722,LERVIG EIENDOM AS,Aksjeselskap,AS,2013-10-17,2013-08-20,68.200,Utleie av egen eller leid fast eiendom,,,,,Breivikveien 19,4014,STAVANGER,STAVANGER,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812587722,812587722,2026-09-18T10:30:27.943658+00:00
812589342,SENTRAL BIL AS,Aksjeselskap,AS,2013-10-15,2013-09-02,47.810,Detaljhandel med motorvogner,7,www.sentralbil.no,info@sentralbil.no,,Myrfaret 3,1406,SKI,ÅS,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812589342,812589342,2026-09-18T10:30:27.943660+00:00
812589792,KLIKK REGNSKAP AS,Aksjeselskap,AS,2013-10-16,2013-09-25,69.202,Regnskapsføring og bokføring,,www.klikkregnskap.no,,,Ulefossvegen 40,3730,SKIEN,SKIEN,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812589792,812589792,2026-09-18T10:30:27.943663+00:00
812592882,HRJ AS,Aksjeselskap,AS,2013-10-16,2013-09-20,90.201,Utøvende kunstnerisk virksomhet og underholdningsvirksomhet innenfor musikk,,,,,von der Lippes gate 4,0454,OSLO,OSLO,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812592882,812592882,2026-09-18T10:30:27.943666+00:00
812593382,BORGA STÅLBYGG AS,Aksjeselskap,AS,2013-10-30,2013-10-03,43.420,Annen spesialisert byggevirksomhet i forbindelse med oppføring av bygninger,11,www.borga.no,,69 67 60 28,Spydebergveien 164,1820,SPYDEBERG,INDRE ØSTFOLD,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812593382,812593382,2026-09-18T10:30:27.943669+00:00
812598902,HARLEM EIENDOM AS,Aksjeselskap,AS,2013-10-17,2013-09-24,68.200,Utleie av egen eller leid fast eiendom,7,,,,Heggveien 12,1890,RAKKESTAD,RAKKESTAD,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812598902,812598902,2026-09-18T10:30:27.943671+00:00
812599852,MANOV DESIGNA AS,Aksjeselskap,AS,2013-10-17,2013-09-28,41.000,Oppføring av bygninger,,,,,"c/o Manov, Lille Stranden 8",0252,OSLO,OSLO,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812599852,812599852,2026-09-18T10:30:27.943674+00:00
812603272,ATLAS ENGINEERING AS,Aksjeselskap,AS,2013-10-19,2013-10-14,71.129,Annen teknisk konsulentvirksomhet,,,,,Nordseterveien 30B,1176,OSLO,OSLO,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812603272,812603272,2026-09-18T10:30:27.943676+00:00
812603612,OSLO DERMATOLOGY AS,Aksjeselskap,AS,2013-10-21,2013-10-10,68.110,Kjøp og salg av egen fast eiendom,,,,,Hegdehaugsveien 36B,0352,OSLO,OSLO,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812603612,812603612,2026-09-18T10:30:27.943679+00:00
812604112,KALSTAD MASKIN AS,Aksjeselskap,AS,2013-10-22,2013-09-11,02.400,Tjenester tilknyttet skogbruk,6,,,,Vestringsvegen 352,2653,VESTRE GAUSDAL,GAUSDAL,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812604112,812604112,2026-09-18T10:30:27.943681+00:00
812604872,DIWP HOLDING AS,Aksjeselskap,AS,2013-10-19,2013-10-11,73.110,Reklamebyråvirksomhet,,,,,Ranheimsfjæra 121,7055,RANHEIM,TRONDHEIM,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812604872,812604872,2026-09-18T10:30:27.943684+00:00
812605992,FETSUND TANNKLINIKK AS,Aksjeselskap,AS,2013-10-21,2013-10-01,86.230,Tannlegetjenester,6,,,,Gamle Fetvei 11,1900,FETSUND,LILLESTRØM,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812605992,812605992,2026-09-18T10:30:27.943686+00:00
812607022,MONKEY BYTES AS,Aksjeselskap,AS,2013-10-21,2013-08-01,62.100,Dataprogrammeringstjenester,,www.monkeybytes.no,post@monkeybytes.no,,Domkirkegaten 5,5017,BERGEN,BERGEN,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812607022,812607022,2026-09-18T10:30:27.943689+00:00
812607812,BW LPG AS,Aksjeselskap,AS,2013-10-21,2013-08-30,82.100,Kontortjenester,36,,,67 21 16 00,Karenslyst allé 6,0278,OSLO,OSLO,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812607812,812607812,2026-09-18T10:30:27.943691+00:00
812610392,FINA HOLDING AS,Aksjeselskap,AS,2013-10-21,2013-10-15,70.200,Bedriftsrådgivning og annen administrativ rådgivning,,,,,Bedriftsvegen 52,3735,SKIEN,SKIEN,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812610392,812610392,2026-09-18T10:30:27.943694+00:00
812611542,CCL HOLDING NORWAY AS,Aksjeselskap,AS,2013-10-21,2013-10-09,41.000,Oppføring av bygninger,,,,,Tverrvegen,6020,ÅLESUND,ÅLESUND,Norge,NO,False,True,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/812611542,812611542,2026-09-18T10:30:27.943696+00:00
